,no_of_sales_12M_1,no_of_Redemption_12M_1,no_of_sales_12M_10K,no_of_funds_sold_12M_1,no_of_funds_redeemed_12M_1,No_of_fund_curr,AUM,sales_curr,sales_12M_2018,redemption_curr,redemption_12M,new_Fund_added_12M_2018,aum_AC_EQUITY,aum_AC_FIXED_INCOME_MUNI,aum_AC_FIXED_INCOME_TAXABLE,aum_AC_MULTIPLE,aum_P_MF,aum_P_SMA
2989,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.5803382885924587,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029158228935981845,-0.6406522553090224,-0.06164665160984697,-0.022409919826655706,-0.6426778221503542,-0.05619448685599466
7535,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.09726153616583746,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029158228935981845,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.06713287716815751,-0.05619448685599466
554,0.0390434619127926,0.1710092340185207,-0.20784294346352924,1.1096082829830796,-0.22148525966405402,-0.3734146921143319,-0.07942328280296693,-0.0850831945341062,-0.10871226628687859,0.08494816013368368,0.1467728529578648,0.4370902276657272,-0.0271046081248786,-0.0789598129951342,0.05877825947005801,-0.022409919826655706,-0.045880112470333835,-0.05619448685599466
8237,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.10521534153644196,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.029385767560951837,-0.08810543989491351,-0.05828230754175621,-0.022409919826655706,-0.0766091611156427,-0.05619448685599466
2487,-0.15963504686157642,-0.01710885423521718,-0.023657668794108775,0.6887120200792498,3.028512170251861,0.5861094354089069,0.26321906889320246,-0.0850831945341062,0.3174575638465249,0.09139451153971327,-0.7710660796356763,-0.4157776643217589,-0.029158228935981845,0.35932241184071123,-0.061643181120059995,-0.23933912127764345,0.36234916468888456,-0.05619448685599466
1031,0.2973255233194723,1.0220196332616207,0.16052760587531167,0.6887120200792498,0.5910140978149248,-0.3734146921143319,-0.14987080829196064,-0.07343797116721,-0.018435317179532135,-0.019483086526633376,-0.5267945176123237,0.4370902276657272,-0.03633184760028298,-0.12590896546541513,-0.1220213821253784,-0.022409919826655706,-0.12981235921585205,-0.05619448685599466
3011,-0.19937074861645024,-0.0977308920582477,-0.20784294346352924,-0.5739767686322398,-0.6277349384035434,-0.6932560679554115,-0.09877471106137616,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.15562015665219692,-0.4157776643217589,-0.0299038053483995,-0.0789598129951342,-0.0665466085339054,-0.022409919826655706,-0.06893569661170659,-0.05619448685599466
2275,-0.15963504686157642,-0.07533588155185034,-0.20784294346352924,-0.15308050572840992,0.18476441907543537,1.5456335629321456,-0.09419319582100619,-0.0850831945341062,-0.15133057356257165,0.09139451153971327,-0.05992785655035494,-0.4157776643217589,-0.03204612416589961,-0.1460934706618548,0.24831774028510142,0.22136007603476318,-0.11647974412989141,-0.05942982097352297
5906,-0.19937074861645024,-0.09325188995696822,-0.20784294346352924,-0.5739767686322398,-0.22148525966405402,-0.6932560679554115,-0.11589634067628868,-0.0850831945341062,-0.15178292818654557,0.09139451153971327,0.14172751016164808,-0.4157776643217589,-0.029158228935981845,-0.10013626325482651,-0.06132184531569345,-0.022409919826655706,-0.08933466494379835,-0.05619448685599466
661,0.5456736592874336,-0.035024862640335074,-0.20784294346352924,-0.15308050572840992,-0.22148525966405402,0.5861094354089069,0.11176292416797098,-0.060715238989452865,-0.09687571970884903,0.09128243185288126,0.15149682840814185,-0.4157776643217589,0.4654378244094681,-0.0789598129951342,-0.05828230754175621,-0.022409919826655706,-0.024019545231783068,-0.05619448685599466
